,exchange,ts_code,symbol,freq,trade_time,open,close,high,low,vol,is_contract
45,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-15 15:00:00,3987.65,3954.55,4008.02,3938.11,27279.0,Y
46,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-15 15:00:00,3930.54,3898.53,3948.32,3886.69,11831.0,Y
47,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-15 15:00:00,3904.23,3876.08,3923.94,3860.5,140644.0,Y
48,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-15 15:00:00,3916.22,3887.84,3933.93,3871.61,15932.0,Y
49,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-15 15:00:00,4185.95,4148.02,4207.14,4134.1,21791.0,Y
50,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-15 14:00:00,3972.56,3988.71,4007.2,3901.84,53607.0,Y
51,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-15 14:00:00,3892.48,3904.87,3923.75,3830.0,289637.0,Y
52,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-15 14:00:00,3900.98,3917.21,3933.49,3839.99,26197.0,Y
53,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-15 14:00:00,4166.08,4183.88,4203.47,4095.31,40970.0,Y
54,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-15 14:00:00,3915.12,3930.6,3949.46,3854.57,21561.0,Y
55,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-15 13:00:00,4201.55,4167.12,4219.96,4148.29,22959.0,Y
56,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-15 13:00:00,3925.83,3900.22,3944.64,3884.09,14632.0,Y
57,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-15 13:00:00,3917.2,3892.16,3933.95,3872.0,147802.0,Y
58,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-15 13:00:00,4003.24,3972.9,4018.98,3952.81,23201.0,Y
59,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-15 13:00:00,3941.27,3914.25,3956.73,3895.82,11532.0,Y
60,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-15 12:00:00,3926.77,3941.53,3961.25,3885.9,12364.0,Y
61,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-15 12:00:00,3902.36,3917.2,3937.34,3863.49,185504.0,Y
62,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-15 12:00:00,3986.49,4002.93,4019.71,3943.57,35948.0,Y
63,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-15 12:00:00,4185.35,4202.11,4219.52,4135.78,26782.0,Y
64,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-15 12:00:00,3913.58,3930.15,3946.72,3874.24,14528.0,Y
65,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-15 11:00:00,3860.32,3912.97,3921.84,3856.75,19048.0,Y
66,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-15 11:00:00,4119.01,4179.08,4193.37,4117.19,31037.0,Y
67,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-15 11:00:00,3929.13,3980.11,3991.6,3925.72,37590.0,Y
68,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-15 11:00:00,3873.67,3926.28,3936.87,3871.26,17948.0,Y
69,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-15 11:00:00,3848.51,3901.0,3911.99,3845.68,185893.0,Y
70,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-15 10:00:00,3905.31,3856.88,3905.31,3811.5,44621.0,Y
71,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-15 10:00:00,3977.67,3927.71,3977.67,3877.0,77998.0,Y
72,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-15 10:00:00,4168.58,4118.07,4170.0,4063.77,64146.0,Y
73,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-15 10:00:00,3920.75,3872.39,3920.75,3827.51,31084.0,Y
74,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-15 10:00:00,3894.44,3848.5,3895.02,3802.7,326653.0,Y
75,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-15 09:00:00,3943.7,3921.28,3989.32,3882.27,28193.0,Y
76,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-15 09:00:00,4000.18,3978.25,4049.41,3936.14,57962.0,Y
77,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-15 09:00:00,3926.15,3908.64,3976.46,3866.85,36037.0,Y
78,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-15 09:00:00,3914.35,3896.66,3969.1,3856.11,331043.0,Y
79,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-15 09:00:00,4200.16,4175.04,4246.46,4126.18,48182.0,Y
80,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-15 08:00:00,3921.57,3926.43,3946.65,3874.15,32930.0,Y
81,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-15 08:00:00,3937.8,3943.26,3963.15,3893.9,22424.0,Y
82,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-15 08:00:00,4182.8,4189.49,4212.15,4130.0,48998.0,Y
83,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-15 08:00:00,3992.14,3999.55,4019.38,3943.23,60444.0,Y
84,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-15 08:00:00,3907.7,3914.34,3934.0,3864.56,346159.0,Y
85,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-15 07:00:00,3970.96,3919.83,3975.57,3905.14,32781.0,Y
86,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-15 07:00:00,3978.65,3937.14,3992.07,3922.33,22450.0,Y
87,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-15 07:00:00,4235.28,4178.76,4242.86,4161.81,44770.0,Y
88,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-15 07:00:00,4045.64,3990.1,4046.8,3969.98,66987.0,Y
89,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-15 07:00:00,3961.27,3907.34,3963.92,3894.28,314714.0,Y
90,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-15 06:00:00,4043.1,3975.63,4044.53,3937.26,28124.0,Y
91,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-15 06:00:00,4036.32,3961.28,4037.39,3928.32,222510.0,Y
92,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-15 06:00:00,4321.33,4240.77,4324.04,4207.13,41822.0,Y
93,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-15 06:00:00,4063.11,3989.1,4063.11,3958.96,18784.0,Y
94,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-15 06:00:00,4120.12,4044.64,4121.78,4007.03,56515.0,Y
95,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-15 05:00:00,4030.09,4063.29,4070.88,4006.26,13173.0,Y
96,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-15 05:00:00,4003.37,4037.4,4043.78,3980.0,161545.0,Y
97,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-15 05:00:00,4014.7,4045.85,4051.32,3991.48,16070.0,Y
98,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-15 05:00:00,4085.11,4122.56,4128.58,4060.0,39132.0,Y
99,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-15 05:00:00,4294.99,4328.3,4332.1,4262.0,25041.0,Y
100,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-15 04:00:00,4320.41,4288.44,4353.13,4277.7,22226.0,Y
101,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-15 04:00:00,4037.16,4013.51,4069.8,4004.06,14107.0,Y
102,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-15 04:00:00,4027.0,4003.37,4060.66,3992.77,122092.0,Y
103,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-15 04:00:00,4111.16,4084.71,4145.1,4073.17,33668.0,Y
104,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-15 04:00:00,4056.0,4030.97,4086.85,4020.42,11673.0,Y
105,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-15 03:00:00,4087.29,4053.39,4090.35,4049.27,11437.0,Y
106,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-15 03:00:00,4355.77,4319.63,4359.09,4312.21,24785.0,Y
107,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-15 03:00:00,4059.99,4027.0,4062.43,4021.36,119747.0,Y
108,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-15 03:00:00,4143.74,4110.55,4147.99,4102.3,30779.0,Y
109,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-15 03:00:00,4069.57,4034.97,4073.18,4031.69,16676.0,Y
110,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-15 02:00:00,4123.34,4071.24,4123.92,4063.98,17043.0,Y
111,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-15 02:00:00,4114.48,4060.12,4115.47,4053.39,127991.0,Y
112,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-15 02:00:00,4143.86,4087.65,4143.86,4081.59,12064.0,Y
113,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-15 02:00:00,4202.75,4146.99,4204.62,4139.18,26279.0,Y
114,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-15 02:00:00,4414.05,4355.62,4415.46,4348.06,23425.0,Y
115,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-15 01:00:00,4325.78,4411.81,4422.99,4316.31,29768.0,Y
116,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-15 01:00:00,4043.79,4121.96,4131.61,4038.84,22364.0,Y
117,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-15 01:00:00,4118.72,4201.21,4210.62,4109.2,39004.0,Y
118,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-15 01:00:00,4034.66,4114.49,4121.0,4026.66,152191.0,Y
119,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-15 01:00:00,4063.22,4142.47,4150.29,4053.53,15896.0,Y
120,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-15 00:00:00,4159.7,4118.35,4228.21,4096.31,58156.0,Y
121,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-15 00:00:00,4106.03,4061.65,4165.55,4036.91,19488.0,Y
122,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-15 00:00:00,4088.21,4044.28,4145.46,4021.46,22551.0,Y
123,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-15 00:00:00,4364.94,4325.34,4434.7,4300.81,40237.0,Y
124,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-15 00:00:00,4081.12,4034.8,4136.98,4013.1,222190.0,Y
125,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-14 23:00:00,4095.91,4106.63,4137.46,4090.13,8333.0,Y
126,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-14 23:00:00,4354.88,4369.16,4397.86,4347.18,16781.0,Y
127,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-14 23:00:00,4158.74,4163.71,4192.35,4148.14,19833.0,Y
128,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-14 23:00:00,4084.62,4088.03,4116.61,4073.56,9100.0,Y
129,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-14 23:00:00,4077.81,4082.3,4112.44,4066.62,100558.0,Y
130,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-14 22:00:00,4056.01,4077.82,4110.87,4030.72,151988.0,Y
131,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-14 22:00:00,4348.85,4359.62,4398.33,4317.54,26319.0,Y
132,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-14 22:00:00,4140.49,4158.99,4192.0,4114.54,36996.0,Y
133,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-14 22:00:00,4065.14,4085.02,4118.57,4037.76,14489.0,Y
134,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-14 22:00:00,4083.29,4100.8,4135.49,4056.65,12086.0,Y
135,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-14 21:00:00,3994.54,4063.08,4065.69,3990.86,13930.0,Y
136,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-14 21:00:00,3990.15,4056.0,4056.16,3983.21,95107.0,Y
137,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-14 21:00:00,4013.17,4084.67,4084.67,4006.88,12135.0,Y
138,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-14 21:00:00,4267.85,4348.13,4348.43,4265.74,21274.0,Y
139,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-14 21:00:00,4070.94,4141.09,4144.15,4066.08,30908.0,Y
140,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-14 20:00:00,4133.72,4071.35,4160.93,4056.72,58033.0,Y
141,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-14 20:00:00,4073.85,4015.34,4097.85,4000.79,22659.0,Y
142,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-14 20:00:00,4055.51,3996.69,4081.95,3983.6,29518.0,Y
143,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-14 20:00:00,4342.16,4272.14,4367.48,4257.68,43323.0,Y
144,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-14 20:00:00,4051.82,3989.49,4078.05,3974.97,187771.0,Y
145,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-14 19:00:00,4120.13,4073.91,4120.13,4070.05,13053.0,Y
146,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-14 19:00:00,4179.43,4133.58,4179.55,4126.68,41827.0,Y
147,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-14 19:00:00,4095.46,4049.8,4095.46,4046.01,112727.0,Y
148,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-14 19:00:00,4101.08,4052.17,4101.5,4051.99,14991.0,Y
149,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-14 19:00:00,4391.62,4337.51,4393.12,4333.67,24859.0,Y
150,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-14 18:00:00,4101.8,4101.45,4122.4,4062.52,16425.0,Y
151,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-14 18:00:00,4119.98,4117.44,4142.55,4081.62,14818.0,Y
152,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-14 18:00:00,4180.46,4178.45,4202.12,4142.61,35421.0,Y
153,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-14 18:00:00,4099.05,4094.87,4119.63,4056.33,134575.0,Y
154,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-14 18:00:00,4392.81,4394.42,4414.44,4350.65,27315.0,Y
155,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-14 17:00:00,4118.32,4103.84,4152.86,4099.27,13246.0,Y
156,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-14 17:00:00,4407.44,4394.96,4441.28,4389.56,23825.0,Y
157,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-14 17:00:00,4136.49,4122.44,4171.83,4119.24,12157.0,Y
158,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-14 17:00:00,4195.54,4183.43,4231.01,4177.1,29789.0,Y
159,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-14 17:00:00,4112.01,4100.42,4145.28,4097.0,117339.0,Y
160,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-14 16:00:00,4159.86,4140.02,4198.61,4107.79,32573.0,Y
161,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-14 16:00:00,4223.99,4199.41,4260.39,4163.62,85133.0,Y
162,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-14 16:00:00,4141.19,4119.86,4176.97,4083.14,35423.0,Y
163,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-14 16:00:00,4434.57,4406.75,4474.72,4378.13,69324.0,Y
164,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-14 16:00:00,4128.87,4113.56,4171.4,4076.86,329479.0,Y
165,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-14 15:00:00,4175.83,4223.36,4250.99,4175.76,85340.0,Y
166,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-14 15:00:00,4385.02,4432.96,4464.0,4385.02,60923.0,Y
167,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-14 15:00:00,4082.77,4128.6,4158.0,4082.77,374718.0,Y
168,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-14 15:00:00,4094.69,4140.4,4169.84,4094.69,36808.0,Y
169,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-14 15:00:00,4113.86,4159.99,4190.12,4113.86,27207.0,Y
170,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-14 14:00:00,4089.6,4114.62,4120.5,4055.13,20478.0,Y
171,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-14 14:00:00,4066.83,4094.68,4103.39,4037.1,21510.0,Y
172,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-14 14:00:00,4365.26,4384.56,4392.98,4321.75,38774.0,Y
173,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-14 14:00:00,4156.83,4175.71,4184.8,4114.57,49910.0,Y
174,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-14 14:00:00,4061.51,4082.77,4088.0,4025.58,172241.0,Y
175,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-14 13:00:00,4029.55,4092.87,4092.87,3979.34,18649.0,Y
176,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-14 13:00:00,4294.84,4366.63,4368.18,4241.46,44171.0,Y
177,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-14 13:00:00,3998.26,4062.06,4063.71,3953.36,249524.0,Y
178,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-14 13:00:00,4011.04,4073.08,4073.43,3963.43,21176.0,Y
179,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-14 13:00:00,4092.85,4157.99,4157.99,4038.68,54962.0,Y
180,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-14 12:00:00,3998.98,3998.0,4012.05,3955.0,163684.0,Y
181,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-14 12:00:00,4008.97,4008.46,4021.35,3961.07,18326.0,Y
182,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-14 12:00:00,4029.66,4029.5,4039.06,3981.81,15551.0,Y
183,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-14 12:00:00,4296.34,4300.15,4308.93,4244.46,32198.0,Y
184,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-14 12:00:00,4085.86,4091.39,4101.24,4042.27,39603.0,Y
185,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-14 11:00:00,4076.43,4085.46,4117.14,4053.56,64367.0,Y
186,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-14 11:00:00,4015.23,4029.99,4054.5,3998.95,22093.0,Y
187,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-14 11:00:00,3996.49,4009.56,4036.86,3977.65,24078.0,Y
188,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-14 11:00:00,3986.53,3999.08,4028.3,3968.41,230738.0,Y
189,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-14 11:00:00,4280.92,4295.11,4326.81,4260.36,45800.0,Y
190,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-14 10:00:00,4035.09,4076.8,4076.8,4017.78,45242.0,Y
191,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-14 10:00:00,4238.49,4279.89,4280.53,4222.68,34980.0,Y
192,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-14 10:00:00,3944.62,3986.52,3986.52,3932.2,132337.0,Y
193,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-14 10:00:00,3967.17,4014.65,4014.65,3957.45,18883.0,Y
194,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-14 10:00:00,3951.63,3996.43,3996.43,3936.78,20196.0,Y
195,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-14 09:00:00,4219.75,4234.9,4273.23,4195.18,47058.0,Y
196,okex,ETH_USDT,ETH-USDT-210625,60min,2021-05-14 09:00:00,4019.68,4030.26,4067.97,3996.3,60603.0,Y
197,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-14 09:00:00,3935.33,3950.05,3982.46,3913.22,28848.0,Y
198,okex,ETH_USDT,ETH-USDT-210528,60min,2021-05-14 09:00:00,3954.98,3968.37,4003.58,3934.73,24577.0,Y
199,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-14 09:00:00,3931.98,3944.06,3978.0,3908.94,188613.0,Y
200,okex,ETH_USDT,ETH-USDT-SWAP,60min,2021-05-14 08:00:00,3882.46,3931.64,3932.0,3860.11,165988.0,Y
201,okex,ETH_USDT,ETH-USDT-210924,60min,2021-05-14 08:00:00,4164.69,4218.86,4219.7,4142.85,43652.0,Y
202,okex,ETH_USDT,ETH-USDT-210521,60min,2021-05-14 08:00:00,3894.9,3934.23,3936.34,3863.16,23334.0,Y
