timestamp,open,high,low,close
2020-05-17T12:00:00.000,201.52000000,202.69000000,200.52000000,202.14000000
2020-05-17T16:00:00.000,202.15000000,202.29000000,200.80000000,201.29000000
2020-05-17T20:00:00.000,201.29000000,209.75000000,201.28000000,208.77000000
2020-05-18T00:00:00.000,208.78000000,209.21000000,206.57000000,207.89000000
2020-05-18T04:00:00.000,207.90000000,209.85000000,206.12000000,207.00000000
2020-05-18T08:00:00.000,207.02000000,216.18000000,207.00000000,215.07000000
2020-05-18T12:00:00.000,215.10000000,217.07000000,213.49000000,214.21000000
2020-05-18T16:00:00.000,214.19000000,215.29000000,209.24000000,212.03000000
2020-05-18T20:00:00.000,212.07000000,213.13000000,210.00000000,211.34000000
2020-05-19T00:00:00.000,211.34000000,213.46000000,208.91000000,213.10000000
2020-05-19T04:00:00.000,213.09000000,215.31000000,212.60000000,214.91000000
2020-05-19T08:00:00.000,214.92000000,215.05000000,209.65000000,210.30000000
2020-05-19T12:00:00.000,210.32000000,212.68000000,209.45000000,211.50000000
2020-05-19T16:00:00.000,211.47000000,215.95000000,211.47000000,212.90000000
2020-05-19T20:00:00.000,212.90000000,213.09000000,210.59000000,212.38000000
2020-05-20T00:00:00.000,212.37000000,214.49000000,211.40000000,211.50000000
2020-05-20T04:00:00.000,211.50000000,214.73000000,210.30000000,214.58000000
2020-05-20T08:00:00.000,214.60000000,214.76000000,212.40000000,212.90000000
2020-05-20T12:00:00.000,212.90000000,215.75000000,211.90000000,213.36000000
2020-05-20T16:00:00.000,213.38000000,214.40000000,212.65000000,212.92000000
2020-05-20T20:00:00.000,212.92000000,214.80000000,204.27000000,207.95000000
2020-05-21T00:00:00.000,207.95000000,210.10000000,206.57000000,209.62000000
2020-05-21T04:00:00.000,209.59000000,210.77000000,209.00000000,209.98000000
2020-05-21T08:00:00.000,209.99000000,211.64000000,208.95000000,209.35000000
2020-05-21T12:00:00.000,209.35000000,210.00000000,208.42000000,208.51000000
2020-05-21T16:00:00.000,208.56000000,209.70000000,204.69000000,207.76000000
2020-05-21T20:00:00.000,207.76000000,207.93000000,196.60000000,199.21000000
2020-05-22T00:00:00.000,199.21000000,200.43000000,191.71000000,198.57000000
2020-05-22T04:00:00.000,198.61000000,200.74000000,197.64000000,198.74000000
2020-05-22T08:00:00.000,198.72000000,199.95000000,196.24000000,197.22000000
2020-05-22T12:00:00.000,197.23000000,202.63000000,196.67000000,201.81000000
2020-05-22T16:00:00.000,201.82000000,204.12000000,200.85000000,203.23000000
2020-05-22T20:00:00.000,203.22000000,205.50000000,201.14000000,205.18000000
2020-05-23T00:00:00.000,205.20000000,209.19000000,204.50000000,207.65000000
2020-05-23T04:00:00.000,207.64000000,209.00000000,206.10000000,207.36000000
2020-05-23T08:00:00.000,207.36000000,211.20000000,207.36000000,210.00000000
2020-05-23T12:00:00.000,210.00000000,210.45000000,207.20000000,208.24000000
2020-05-23T16:00:00.000,208.24000000,208.27000000,205.30000000,207.15000000
2020-05-23T20:00:00.000,207.16000000,208.12000000,204.55000000,207.70000000
2020-05-24T00:00:00.000,207.72000000,208.45000000,205.64000000,207.14000000
2020-05-24T04:00:00.000,207.13000000,208.36000000,206.28000000,206.60000000
2020-05-24T08:00:00.000,206.60000000,209.71000000,205.90000000,208.58000000
2020-05-24T12:00:00.000,208.58000000,210.55000000,207.95000000,209.56000000
2020-05-24T16:00:00.000,209.56000000,210.48000000,205.91000000,205.91000000
2020-05-24T20:00:00.000,205.91000000,207.54000000,203.67000000,205.53000000
2020-05-25T00:00:00.000,205.46000000,206.89000000,201.70000000,206.44000000
2020-05-25T04:00:00.000,206.41000000,207.83000000,199.50000000,199.90000000
2020-05-25T08:00:00.000,199.90000000,203.26000000,198.01000000,202.33000000
2020-05-25T12:00:00.000,202.32000000,204.33000000,201.25000000,204.23000000
2020-05-25T16:00:00.000,204.20000000,204.99000000,201.17000000,202.39000000
2020-05-25T20:00:00.000,202.39000000,204.41000000,202.03000000,202.75000000
2020-05-26T00:00:00.000,202.75000000,205.67000000,202.37000000,204.68000000
2020-05-26T04:00:00.000,204.68000000,205.11000000,203.30000000,204.15000000
2020-05-26T08:00:00.000,204.22000000,205.00000000,202.59000000,204.45000000
2020-05-26T12:00:00.000,204.45000000,204.50000000,201.50000000,203.60000000
2020-05-26T16:00:00.000,203.60000000,204.23000000,201.60000000,202.11000000
2020-05-26T20:00:00.000,202.11000000,202.62000000,197.12000000,197.63000000
2020-05-27T00:00:00.000,197.65000000,200.47000000,196.90000000,199.30000000
2020-05-27T04:00:00.000,199.30000000,202.63000000,199.29000000,200.89000000
2020-05-27T08:00:00.000,200.92000000,202.48000000,200.76000000,201.65000000
2020-05-27T12:00:00.000,201.68000000,204.20000000,201.40000000,202.88000000
2020-05-27T16:00:00.000,202.87000000,206.78000000,202.83000000,206.48000000
2020-05-27T20:00:00.000,206.48000000,207.78000000,205.05000000,206.02000000
2020-05-28T00:00:00.000,206.05000000,207.58000000,205.81000000,206.50000000
2020-05-28T04:00:00.000,206.50000000,208.44000000,205.11000000,208.29000000
2020-05-28T08:00:00.000,208.29000000,208.97000000,206.23000000,206.39000000
2020-05-28T12:00:00.000,206.36000000,206.98000000,204.74000000,205.32000000
2020-05-28T16:00:00.000,205.32000000,207.80000000,204.67000000,207.57000000
2020-05-28T20:00:00.000,207.59000000,214.65000000,207.35000000,214.26000000
2020-05-29T00:00:00.000,214.26000000,215.58000000,213.39000000,214.66000000
2020-05-29T04:00:00.000,214.68000000,220.50000000,213.53000000,220.21000000
2020-05-29T08:00:00.000,220.24000000,224.79000000,220.14000000,221.89000000
2020-05-29T12:00:00.000,221.89000000,222.47000000,219.32000000,221.35000000
2020-05-29T16:00:00.000,221.35000000,223.55000000,217.57000000,219.04000000
2020-05-29T20:00:00.000,219.05000000,220.79000000,218.17000000,219.50000000
2020-05-30T00:00:00.000,219.49000000,222.55000000,219.23000000,219.96000000
2020-05-30T04:00:00.000,219.97000000,221.40000000,218.67000000,220.67000000
2020-05-30T08:00:00.000,220.63000000,222.71000000,218.80000000,222.70000000
2020-05-30T12:00:00.000,222.69000000,233.84000000,222.40000000,232.18000000
2020-05-30T16:00:00.000,232.15000000,238.08000000,231.16000000,236.78000000
2020-05-30T20:00:00.000,236.78000000,238.87000000,233.51000000,235.61000000
2020-05-31T00:00:00.000,235.61000000,237.99000000,234.23000000,237.12000000
2020-05-31T04:00:00.000,237.12000000,247.00000000,234.16000000,243.66000000
2020-05-31T08:00:00.000,243.71000000,245.39000000,235.15000000,237.37000000
2020-05-31T12:00:00.000,237.33000000,240.74000000,236.00000000,239.83000000
2020-05-31T16:00:00.000,239.84000000,239.99000000,235.28000000,238.78000000
2020-05-31T20:00:00.000,238.78000000,240.00000000,231.82000000,233.71000000
2020-06-01T00:00:00.000,233.72000000,237.00000000,233.20000000,236.55000000
2020-06-01T04:00:00.000,236.58000000,236.68000000,229.58000000,231.57000000
2020-06-01T08:00:00.000,231.56000000,239.98000000,230.66000000,238.79000000
2020-06-01T12:00:00.000,238.79000000,242.50000000,237.20000000,238.72000000
2020-06-01T16:00:00.000,238.71000000,239.20000000,235.52000000,236.06000000
2020-06-01T20:00:00.000,236.07000000,240.98000000,234.96000000,238.22000000
2020-06-02T00:00:00.000,238.22000000,240.15000000,237.64000000,237.83000000
2020-06-02T04:00:00.000,237.83000000,250.68000000,237.24000000,248.23000000
2020-06-02T08:00:00.000,248.23000000,249.01000000,245.66000000,247.25000000
2020-06-02T12:00:00.000,247.26000000,249.50000000,246.60000000,248.85000000
2020-06-02T16:00:00.000,248.85000000,253.80000000,248.30000000,252.18000000
2020-06-02T20:00:00.000,252.18000000,253.07000000,225.00000000,233.64000000
2020-06-03T00:00:00.000,233.63000000,236.74000000,232.20000000,236.23000000
2020-06-03T04:00:00.000,236.22000000,239.49000000,234.65000000,237.71000000
2020-06-03T08:00:00.000,237.71000000,238.66000000,234.75000000,235.86000000
2020-06-03T12:00:00.000,235.87000000,237.47000000,232.71000000,236.81000000
2020-06-03T16:00:00.000,236.82000000,240.68000000,236.24000000,239.73000000
2020-06-03T20:00:00.000,239.75000000,240.49000000,237.00000000,239.27000000
2020-06-04T00:00:00.000,239.30000000,243.00000000,238.60000000,240.80000000
2020-06-04T04:00:00.000,240.85000000,245.00000000,240.11000000,244.52000000
2020-06-04T08:00:00.000,244.54000000,246.60000000,242.84000000,245.33000000
2020-06-04T12:00:00.000,245.34000000,245.45000000,242.24000000,243.37000000
2020-06-04T16:00:00.000,243.37000000,243.92000000,236.00000000,243.10000000
2020-06-04T20:00:00.000,243.10000000,246.29000000,241.48000000,245.00000000
2020-06-05T00:00:00.000,245.02000000,245.50000000,240.00000000,241.47000000
