timestamp,open,high,low,close
2021-02-23T04:00:00.000,55819.0,57192.2,55699.4,56512.3
2021-02-23T08:00:00.000,56534.5,56592.3,53155.0,54267.3
2021-02-23T12:00:00.000,54215.3,54600.0,50442.0,51844.5
2021-02-23T16:00:00.000,51861.1,52130.4,46349.3,48487.6
2021-02-23T20:00:00.000,48408.9,51654.5,47298.3,50430.0
2021-02-24T00:00:00.000,50512.2,51096.0,47120.0,47187.1
2021-02-24T04:00:00.000,47190.2,50882.5,46749.9,50848.8
2021-02-24T08:00:00.000,50801.3,52805.4,48789.0,52711.6
2021-02-24T12:00:00.000,52820.0,53059.1,51116.3,51895.0
2021-02-24T16:00:00.000,51918.7,53200.0,51560.7,52195.3
2021-02-24T20:00:00.000,52189.2,53220.1,50143.1,51596.0
2021-02-25T00:00:00.000,51603.1,51925.6,50569.4,50721.4
2021-02-25T04:00:00.000,50657.3,51541.6,49823.7,51504.1
2021-02-25T08:00:00.000,51524.7,52935.4,51351.1,52136.0
2021-02-25T12:00:00.000,52138.4,52560.3,51335.5,52388.2
2021-02-25T16:00:00.000,52384.2,52480.8,50280.3,52128.3
2021-02-25T20:00:00.000,52220.1,54110.6,52000.0,52747.6
2021-02-26T00:00:00.000,52839.4,53339.8,51000.7,51174.3
2021-02-26T04:00:00.000,51123.9,51317.7,48095.3,48682.0
2021-02-26T08:00:00.000,48611.3,49280.0,47574.3,48815.9
2021-02-26T12:00:00.000,48809.1,49309.1,45140.7,46200.0
2021-02-26T16:00:00.000,46239.8,48230.1,46223.8,47754.5
2021-02-26T20:00:00.000,47792.2,49229.7,47153.3,48950.1
2021-02-27T00:00:00.000,48993.3,49878.1,47956.6,48120.0
2021-02-27T04:00:00.000,48305.2,48475.9,46163.9,47569.4
2021-02-27T08:00:00.000,47624.7,49420.8,47532.8,48718.0
2021-02-27T12:00:00.000,48829.6,49848.9,48296.7,48489.3
2021-02-27T16:00:00.000,48493.7,49098.1,47567.1,48746.0
2021-02-27T20:00:00.000,48700.1,49282.6,47625.6,47844.1
2021-02-28T00:00:00.000,47809.9,48842.3,47540.0,48808.0
2021-02-28T04:00:00.000,48836.5,48970.9,46160.1,47432.4
2021-02-28T08:00:00.000,47436.2,47920.0,44878.2,45479.9
2021-02-28T12:00:00.000,45340.0,46276.5,44166.7,45035.3
2021-02-28T16:00:00.000,45013.6,46250.9,45013.6,45985.6
2021-02-28T20:00:00.000,46007.2,46164.3,43696.6,44044.2
2021-03-01T00:00:00.000,43972.5,45319.2,43647.1,45172.7
2021-03-01T04:00:00.000,45187.4,46783.1,44776.5,46023.1
2021-03-01T08:00:00.000,46026.1,47738.8,45901.8,47246.8
2021-03-01T12:00:00.000,47326.2,47610.6,46517.7,47221.5
2021-03-01T16:00:00.000,47240.5,48951.3,47235.4,48794.3
2021-03-01T20:00:00.000,48810.7,50190.6,48460.3,50187.7
