timestamp,open,high,low,close
2020-05-17T12:00:00.000,9544.49000000,9573.63000000,9475.00000000,9540.99000000
2020-05-17T16:00:00.000,9540.98000000,9554.73000000,9436.00000000,9522.08000000
2020-05-17T20:00:00.000,9522.50000000,9888.00000000,9521.45000000,9822.32000000
2020-05-18T00:00:00.000,9822.64000000,9840.00000000,9685.00000000,9771.00000000
2020-05-18T04:00:00.000,9771.29000000,9798.49000000,9595.20000000,9680.04000000
2020-05-18T08:00:00.000,9681.11000000,9950.00000000,9680.13000000,9860.51000000
2020-05-18T12:00:00.000,9860.51000000,9910.00000000,9730.00000000,9785.71000000
2020-05-18T16:00:00.000,9785.70000000,9796.91000000,9464.23000000,9634.89000000
2020-05-18T20:00:00.000,9634.89000000,9735.00000000,9565.10000000,9670.96000000
2020-05-19T00:00:00.000,9670.97000000,9720.00000000,9550.01000000,9701.70000000
2020-05-19T04:00:00.000,9701.70000000,9755.00000000,9650.00000000,9733.93000000
2020-05-19T08:00:00.000,9733.93000000,9742.95000000,9493.03000000,9530.00000000
2020-05-19T12:00:00.000,9530.51000000,9625.00000000,9474.00000000,9573.99000000
2020-05-19T16:00:00.000,9573.99000000,9897.21000000,9570.11000000,9751.98000000
2020-05-19T20:00:00.000,9752.24000000,9762.00000000,9561.00000000,9687.06000000
2020-05-20T00:00:00.000,9687.06000000,9729.35000000,9622.33000000,9644.13000000
2020-05-20T04:00:00.000,9644.92000000,9794.00000000,9620.49000000,9775.53000000
2020-05-20T08:00:00.000,9775.13000000,9800.00000000,9707.00000000,9724.40000000
2020-05-20T12:00:00.000,9724.09000000,9842.00000000,9651.00000000,9764.51000000
2020-05-20T16:00:00.000,9764.51000000,9810.00000000,9715.00000000,9731.21000000
2020-05-20T20:00:00.000,9731.22000000,9799.00000000,9326.00000000,9414.50000000
2020-05-21T00:00:00.000,9414.51000000,9547.32000000,9352.27000000,9531.99000000
2020-05-21T04:00:00.000,9531.99000000,9598.00000000,9435.87000000,9511.43000000
2020-05-21T08:00:00.000,9511.43000000,9578.47000000,9447.26000000,9483.37000000
2020-05-21T12:00:00.000,9483.37000000,9532.39000000,9400.00000000,9457.83000000
2020-05-21T16:00:00.000,9457.88000000,9505.57000000,9228.00000000,9389.97000000
2020-05-21T20:00:00.000,9389.97000000,9395.43000000,8949.74000000,9084.38000000
2020-05-22T00:00:00.000,9082.50000000,9135.09000000,8815.00000000,9065.53000000
2020-05-22T04:00:00.000,9065.81000000,9164.99000000,9011.21000000,9068.65000000
2020-05-22T08:00:00.000,9067.51000000,9133.62000000,8953.91000000,8995.55000000
2020-05-22T12:00:00.000,8995.00000000,9120.00000000,8933.52000000,9081.81000000
2020-05-22T16:00:00.000,9081.81000000,9206.92000000,9044.94000000,9166.00000000
2020-05-22T20:00:00.000,9166.00000000,9222.95000000,9079.78000000,9222.69000000
2020-05-23T00:00:00.000,9222.95000000,9271.00000000,9141.51000000,9173.72000000
